iter	Passed	Remaining
3215	620182	151188
3216	620376	150996
3217	620596	150810
3218	620788	150616
3219	620979	150423
3220	621155	150226
3221	621355	150035
3222	621538	149840
3223	621722	149645
3224	621915	149452
3225	622105	149258
3226	622294	149065
3227	622489	148872
3228	622701	148684
3229	622909	148495
3230	623105	148303
3231	623308	148112
3232	623507	147921
3233	623690	147726
3234	623878	147532
3235	624068	147338
3236	624261	147146
3237	624476	146958
3238	624677	146767
3239	624872	146574
3240	625063	146381
3241	625255	146188
3242	625465	145999
3243	625674	145810
3244	625868	145618
3245	626057	145424
3246	626253	145232
3247	626434	145036
3248	626647	144848
3249	626845	144656
3250	627031	144462
3251	627252	144275
3252	627465	144087
3253	627651	143892
3254	627846	143700
3255	628042	143508
3256	628238	143316
3257	628438	143124
3258	628640	142934
3259	628839	142742
3260	629038	142551
3261	629213	142354
3262	629409	142162
3263	629585	141965
3264	629772	141771
3265	629964	141577
3266	630160	141385
3267	630335	141189
3268	630524	140995
3269	630716	140802
3270	630926	140613
3271	631114	140419
3272	631311	140227
3273	631491	140031
3274	631673	139836
3275	631872	139644
3276	632075	139453
3277	632248	139256
3278	632444	139064
3279	632641	138872
3280	632811	138674
3281	633011	138483
3282	633196	138288
3283	633373	138092
3284	633558	137897
3285	633745	137703
3286	633945	137512
3287	634142	137320
3288	634347	137130
3289	634528	136934
3290	634721	136741
3291	634928	136551
3292	635154	136366
3293	635379	136180
3294	635590	135991
3295	635810	135804
3296	636015	135613
3297	636209	135421
3298	636433	135234
3299	636647	135046
3300	636870	134859
3301	637078	134670
3302	637279	134479
3303	637482	134288
3304	637689	134098
3305	637878	133904
3306	638071	133711
3307	638268	133519
3308	638455	133325
3309	638666	133135
3310	638846	132940
3311	639047	132749
3312	639246	132557
3313	639450	132366
3314	639656	132176
3315	639868	131987
3316	640073	131796
3317	640263	131603
3318	640454	131409
3319	640674	131222
3320	640867	131029
3321	641065	130837
3322	641250	130642
3323	641455	130452
3324	641669	130263
3325	641885	130075
3326	642080	129882
3327	642297	129694
3328	642479	129499
3329	642680	129308
3330	642867	129113
3331	643081	128925
3332	643285	128734
3333	643501	128545
3334	643706	128355
3335	643913	128164
3336	644114	127973
3337	644311	127781
3338	644515	127590
3339	644711	127398
3340	644913	127206
3341	645117	127015
3342	645315	126823
3343	645516	126632
3344	645715	126440
3345	645910	126247
3346	646103	126054
3347	646282	125859
3348	646489	125668
3349	646673	125473
3350	646867	125281
3351	647063	125088
3352	647246	124893
3353	647454	124703
3354	647661	124513
3355	647866	124322
3356	648074	124132
3357	648268	123939
3358	648465	123747
3359	648664	123555
3360	648862	123363
3361	649051	123169
3362	649239	122975
3363	649419	122779
3364	649616	122587
3365	649809	122394
3366	650010	122202
3367	650202	122009
3368	650377	121813
3369	650560	121618
3370	650769	121428
3371	650975	121237
3372	651173	121045
3373	651375	120853
3374	651576	120662
3375	651781	120471
3376	651959	120275
3377	652140	120080
3378	652336	119887
3379	652520	119693
3380	652701	119497
3381	652896	119305
3382	653071	119108
3383	653261	118915
3384	653460	118723
3385	653653	118530
3386	653843	118336
3387	654040	118144
3388	654223	117949
3389	654442	117760
3390	654625	117566
3391	654815	117372
3392	655003	117178
3393	655198	116985
3394	655398	116794
3395	655598	116602
3396	655781	116407
3397	655961	116212
3398	656161	116020
3399	656354	115827
3400	656535	115632
3401	656740	115441
3402	656931	115247
3403	657110	115052
3404	657298	114858
3405	657487	114664
3406	657690	114473
3407	657876	114279
3408	658079	114087
3409	658287	113897
3410	658488	113705
3411	658696	113515
3412	658899	113323
3413	659100	113132
3414	659297	112939
3415	659480	112744
3416	659661	112549
3417	659846	112355
3418	660035	112161
3419	660250	111972
3420	660456	111781
3421	660626	111584
3422	660810	111389
3423	661007	111197
3424	661187	111002
3425	661369	110807
3426	661565	110614
3427	661768	110423
3428	661976	110232
3429	662175	110040
3430	662368	109847
3431	662568	109655
3432	662757	109462
3433	662956	109270
3434	663143	109076
3435	663328	108881
3436	663530	108690
3437	663711	108495
3438	663895	108300
3439	664086	108107
3440	664296	107916
3441	664484	107722
3442	664682	107530
3443	664855	107334
3444	665051	107141
3445	665263	106951
3446	665452	106758
3447	665651	106566
3448	665852	106374
3449	666045	106181
3450	666233	105987
3451	666420	105793
3452	666594	105597
3453	666786	105404
3454	666999	105214
3455	667186	105020
3456	667374	104826
3457	667580	104635
3458	667789	104444
3459	667978	104250
3460	668182	104059
3461	668378	103866
3462	668571	103673
3463	668759	103480
3464	668930	103283
3465	669105	103087
3466	669313	102897
3467	669514	102705
3468	669713	102513
3469	669922	102322
3470	670129	102131
3471	670319	101938
3472	670511	101744
3473	670708	101552
3474	670915	101361
3475	671117	101169
3476	671322	100978
3477	671524	100786
3478	671714	100593
3479	671914	100401
3480	672125	100210
3481	672335	100019
3482	672512	99824
3483	672712	99632
3484	672915	99440
3485	673109	99247
3486	673313	99056
3487	673506	98863
3488	673702	98670
3489	673894	98477
3490	674107	98287
3491	674323	98097
3492	674506	97902
3493	674703	97710
3494	674890	97516
3495	675078	97322
3496	675288	97131
3497	675477	96938
3498	675679	96746
3499	675872	96553
3500	676061	96359
3501	676238	96164
3502	676432	95971
3503	676629	95778
3504	676826	95586
3505	677030	95394
3506	677237	95203
3507	677430	95010
3508	677639	94819
3509	677823	94624
3510	678022	94432
3511	678204	94237
3512	678384	94043
3513	678571	93849
3514	678771	93656
3515	678974	93465
3516	679174	93272
3517	679359	93078
3518	679553	92885
3519	679751	92693
3520	679929	92498
3521	680133	92306
3522	680332	92114
3523	680522	91920
3524	680702	91725
3525	680893	91532
3526	681097	91340
3527	681315	91151
3528	681506	90957
3529	681729	90768
3530	681906	90573
3531	682116	90382
3532	682335	90192
3533	682545	90001
3534	682772	89813
3535	683010	89625
3536	683261	89440
3537	683509	89254
3538	683749	89067
3539	684018	88883
3540	684268	88697
3541	684510	88511
3542	684729	88321
3543	684933	88129
3544	685156	87939
3545	685369	87748
3546	685602	87560
3547	685821	87370
3548	686016	87177
3549	686217	86985
3550	686432	86794
3551	686657	86605
3552	686857	86412
3553	687074	86222
3554	687315	86035
3555	687530	85844
3556	687755	85655
3557	687970	85464
3558	688172	85272
3559	688412	85084
3560	688638	84895
3561	688839	84702
3562	689039	84510
3563	689262	84320
3564	689467	84128
3565	689672	83936
3566	689863	83742
3567	690074	83551
3568	690286	83360
3569	690490	83168
3570	690691	82975
3571	690893	82783
3572	691091	82590
3573	691292	82398
3574	691485	82204
3575	691669	82009
3576	691862	81816
3577	692048	81622
3578	692250	81429
3579	692446	81236
3580	692626	81041
3581	692825	80848
3582	693031	80656
3583	693230	80464
3584	693442	80272
3585	693629	80078
3586	693830	79886
3587	694024	79692
3588	694239	79501
3589	694449	79310
3590	694656	79118
3591	694845	78924
3592	695063	78733
3593	695279	78542
3594	695473	78349
3595	695677	78157
3596	695890	77966
3597	696109	77775
3598	696309	77582
3599	696530	77392
3600	696747	77201
3601	696938	77007
3602	697140	76815
3603	697335	76621
3604	697555	76431
3605	697744	76237
3606	697973	76047
3607	698175	75854
3608	698379	75662
3609	698607	75472
3610	698822	75281
3611	699026	75089
3612	699238	74897
3613	699435	74704
3614	699621	74510
3615	699814	74316
3616	700027	74125
3617	700236	73933
3618	700425	73739
3619	700621	73545
3620	700824	73353
3621	701033	73161
3622	701253	72970
3623	701479	72780
3624	701664	72586
3625	701873	72393
3626	702062	72199
3627	702256	72006
3628	702457	71813
3629	702652	71620
3630	702860	71428
3631	703063	71235
3632	703258	71042
3633	703442	70847
3634	703663	70656
3635	703867	70464
3636	704078	70272
3637	704279	70079
3638	704471	69885
3639	704681	69693
3640	704878	69500
3641	705077	69307
3642	705252	69112
3643	705458	68919
3644	705651	68725
3645	705834	68531
3646	706034	68338
3647	706237	68145
3648	706431	67952
3649	706616	67757
3650	706810	67564
3651	707001	67370
3652	707192	67176
3653	707392	66983
3654	707592	66790
3655	707804	66598
3656	707986	66403
3657	708173	66209
3658	708374	66016
3659	708559	65822
3660	708741	65627
3661	708915	65432
3662	709106	65238
3663	709299	65044
3664	709511	64853
3665	709712	64660
3666	709903	64466
3667	710099	64272
3668	710285	64078
3669	710476	63884
3670	710676	63691
3671	710867	63497
3672	711046	63303
3673	711243	63109
3674	711438	62916
3675	711623	62722
3676	711822	62528
3677	712036	62337
3678	712235	62143
3679	712431	61950
3680	712641	61758
3681	712839	61565
3682	713035	61371
3683	713221	61177
3684	713414	60983
3685	713595	60789
3686	713805	60597
3687	713983	60402
3688	714164	60207
3689	714356	60013
3690	714548	59819
3691	714725	59624
3692	714921	59431
3693	715127	59239
3694	715310	59044
3695	715499	58850
3696	715700	58657
3697	715899	58464
3698	716100	58271
3699	716276	58076
3700	716470	57882
3701	716661	57689
3702	716859	57495
3703	717050	57302
3704	717254	57109
3705	717461	56916
3706	717630	56721
3707	717839	56528
3708	718034	56335
3709	718231	56142
3710	718410	55947
3711	718578	55751
3712	718788	55559
3713	718975	55365
3714	719169	55171
3715	719363	54978
3716	719543	54783
3717	719742	54590
3718	719943	54397
3719	720148	54204
3720	720348	54011
3721	720546	53818
3722	720767	53626
3723	720982	53434
3724	721165	53240
3725	721332	53044
3726	721518	52850
3727	721724	52658
3728	721931	52465
3729	722128	52272
3730	722311	52077
3731	722495	51883
3732	722676	51688
3733	722872	51495
3734	723060	51301
3735	723260	51108
3736	723461	50915
3737	723660	50722
3738	723841	50527
3739	724038	50334
3740	724230	50140
3741	724428	49947
3742	724633	49754
3743	724822	49560
3744	725035	49368
3745	725236	49175
3746	725436	48981
3747	725637	48788
3748	725818	48594
3749	726014	48400
3750	726228	48208
3751	726407	48014
3752	726605	47820
3753	726810	47627
3754	726985	47433
3755	727192	47240
3756	727376	47046
3757	727568	46852
3758	727746	46657
3759	727927	46463
3760	728121	46269
3761	728317	46076
3762	728511	45882
3763	728710	45689
3764	728909	45496
3765	729099	45302
3766	729298	45109
3767	729484	44915
3768	729658	44720
3769	729839	44525
3770	730027	44332
3771	730225	44138
3772	730419	43945
3773	730633	43752
3774	730835	43559
3775	731032	43366
3776	731231	43173
3777	731405	42978
3778	731600	42784
3779	731799	42591
3780	731980	42397
3781	732177	42203
3782	732373	42010
3783	732547	41815
3784	732739	41621
3785	732927	41428
3786	733101	41233
3787	733298	41039
3788	733504	40847
3789	733716	40654
3790	733907	40460
3791	734084	40266
3792	734285	40073
3793	734478	39879
3794	734677	39686
3795	734874	39492
3796	735062	39298
3797	735257	39105
3798	735474	38912
3799	735659	38718
3800	735870	38526
3801	736058	38332
3802	736232	38137
3803	736435	37944
3804	736609	37750
3805	736817	37557
3806	737020	37364
3807	737220	37170
3808	737419	36977
3809	737619	36784
3810	737827	36591
3811	738037	36398
3812	738238	36205
3813	738432	36011
3814	738627	35818
3815	738822	35624
3816	739024	35431
3817	739220	35237
3818	739396	35043
3819	739597	34850
3820	739782	34656
3821	739980	34462
3822	740176	34269
3823	740368	34075
3824	740568	33882
3825	740749	33688
3826	740953	33494
3827	741158	33301
3828	741338	33107
3829	741533	32914
3830	741723	32720
3831	741936	32527
3832	742122	32333
3833	742314	32139
3834	742500	31945
3835	742698	31752
3836	742899	31559
3837	743090	31365
3838	743275	31171
3839	743474	30978
3840	743678	30784
3841	743880	30591
3842	744068	30397
3843	744249	30203
3844	744440	30009
3845	744627	29816
3846	744820	29622
3847	745013	29428
3848	745185	29234
3849	745386	29041
3850	745594	28847
3851	745779	28654
3852	745979	28460
3853	746181	28267
3854	746390	28074
3855	746580	27880
3856	746793	27687
3857	746964	27493
3858	747160	27299
3859	747366	27106
3860	747560	26912
3861	747755	26719
3862	747940	26525
3863	748127	26331
3864	748314	26137
3865	748508	25944
3866	748685	25749
3867	748894	25556
3868	749085	25363
3869	749274	25169
3870	749484	24976
3871	749676	24782
3872	749885	24589
3873	750068	24395
3874	750254	24201
3875	750456	24008
3876	750643	23814
3877	750829	23620
3878	751043	23427
3879	751240	23234
3880	751438	23040
3881	751626	22846
3882	751821	22653
3883	752032	22460
3884	752241	22267
3885	752438	22073
3886	752653	21880
3887	752860	21687
3888	753055	21493
3889	753275	21300
3890	753493	21107
3891	753707	20914
3892	753941	20722
3893	754143	20528
3894	754341	20335
3895	754564	20142
3896	754769	19948
3897	754991	19756
3898	755199	19562
3899	755392	19369
3900	755578	19175
3901	755781	18981
3902	755995	18788
3903	756209	18595
3904	756421	18402
3905	756622	18208
3906	756843	18015
3907	757054	17822
3908	757261	17628
3909	757445	17434
3910	757638	17241
3911	757825	17047
3912	758052	16854
3913	758266	16660
3914	758485	16467
3915	758703	16274
3916	758899	16080
3917	759105	15887
3918	759308	15693
3919	759518	15500
3920	759726	15306
3921	759945	15113
3922	760158	14920
3923	760349	14726
3924	760552	14532
3925	760763	14339
3926	760965	14145
3927	761163	13952
3928	761369	13758
3929	761573	13564
3930	761771	13371
3931	761958	13177
3932	762150	12983
3933	762359	12789
3934	762565	12596
3935	762761	12402
3936	762948	12208
3937	763142	12014
3938	763350	11821
3939	763549	11627
3940	763742	11433
3941	763946	11240
3942	764146	11046
3943	764341	10852
3944	764518	10658
3945	764711	10464
3946	764896	10270
3947	765103	10077
3948	765297	9883
3949	765493	9689
3950	765687	9495
3951	765875	9302
3952	766062	9108
3953	766246	8914
3954	766445	8720
3955	766650	8526
3956	766847	8333
3957	767030	8139
3958	767224	7945
3959	767406	7751
3960	767595	7557
3961	767793	7363
3962	767993	7170
3963	768190	6976
3964	768386	6782
3965	768590	6589
3966	768801	6395
3967	769005	6201
3968	769205	6007
3969	769387	5814
3970	769577	5620
3971	769785	5426
3972	769987	5232
3973	770177	5038
3974	770383	4845
3975	770570	4651
3976	770761	4457
3977	770960	4263
3978	771153	4069
3979	771352	3876
3980	771554	3682
3981	771756	3488
3982	771963	3294
3983	772141	3100
3984	772347	2907
3985	772533	2713
3986	772720	2519
3987	772901	2325
3988	773109	2131
3989	773318	1938
3990	773511	1744
3991	773669	1550
3992	773847	1356
3993	774051	1162
3994	774256	969
3995	774458	775
3996	774671	581
3997	774880	387
3998	775085	193
3999	775299	0
